mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
8.03271214167277,0.5687609276201853,0.0018605391184488933,0.00010625987944989548,15,elasticnet,saga,0.0,"{'C': 15, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9541760332007608,0.9584954604409858,0.9628188499783831,0.9584967812067099,0.0035284152978548033,1
0.32706745465596515,0.04491950139647222,0.0023501714070638022,0.0004184173533241815,12,l2,liblinear,,"{'C': 12, 'penalty': 'l2', 'solver': 'liblinear'}",0.9543489538301919,0.958149589277994,0.9628188499783831,0.9584391310288564,0.0034638765383507514,2
0.24520198504130045,0.024146429434566418,0.0018777052561442058,3.310748148013575e-05,5,l2,liblinear,,"{'C': 5, 'penalty': 'l2', 'solver': 'liblinear'}",0.9547812554037697,0.9584089926502378,0.9621271076523995,0.9584391185688023,0.002999007279406746,3
3.9477264086405435,0.03644757135496018,0.002001682917277018,0.0002204378293730639,5,l2,sag,,"{'C': 5, 'penalty': 'l2', 'solver': 'sag'}",0.9547812554037697,0.9584089926502378,0.9621271076523995,0.9584391185688023,0.002999007279406746,3
7.746363798777263,0.17033006290163644,0.002064784367879232,0.0003779575639144426,12,l2,saga,,"{'C': 12, 'penalty': 'l2', 'solver': 'saga'}",0.9544354141449075,0.958063121487246,0.9627323821876351,0.9584103059399296,0.003396107817158705,5
7.061712423960368,0.047208077505544954,0.0018219153086344402,8.371476543594165e-06,5,l2,saga,,"{'C': 5, 'penalty': 'l2', 'solver': 'saga'}",0.9546083347743386,0.9584954604409858,0.9621271076523995,0.958410300955908,0.003070116773174393,6
7.124162832895915,0.05608219469651882,0.0018578370412190754,5.017803331031905e-05,5,elasticnet,saga,0.0,"{'C': 5, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9546083347743386,0.9584954604409858,0.9621271076523995,0.958410300955908,0.003070116773174393,6
5.496707916259766,0.15583302615999223,0.0019921461741129556,0.0001458301206147984,12,l2,sag,,"{'C': 12, 'penalty': 'l2', 'solver': 'sag'}",0.9544354141449075,0.958063121487246,0.9625594466061392,0.9583526607460976,0.0033229355089136594,8
0.49390514691670734,0.02795725689057385,0.002601146697998047,0.0003936122982748727,5,l2,newton-cg,,"{'C': 5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9546083347743386,0.9583225248594899,0.9620406398616516,0.95832383316516,0.0030342259871310763,9
0.966475248336792,0.04797271263840817,0.0028482278188069663,0.00010011050747465269,5,l2,lbfgs,,"{'C': 5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9546083347743386,0.9583225248594899,0.9620406398616516,0.95832383316516,0.0030342259871310763,9
0.5423134962717692,0.029561745708624958,0.0022568702697753906,0.00034340243827662054,12,l2,newton-cg,,"{'C': 12, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9542624935154764,0.9579766536964981,0.9625594466061392,0.9582661979393713,0.0033933989399617718,11
1.3078853289286296,0.023313266871961075,0.002087195714314779,0.0003439490432451534,12,l2,lbfgs,,"{'C': 12, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9542624935154764,0.9579766536964981,0.9625594466061392,0.9582661979393713,0.0033933989399617718,11
6.397969802220662,0.4849237574672763,0.0021336873372395835,0.00034005557234077923,24,l2,saga,,"{'C': 24, 'penalty': 'l2', 'solver': 'saga'}",0.9529655887947432,0.9589277993947255,0.9618677042801557,0.9579203641565415,0.0037034316832055547,13
6.278166691462199,0.3435838566110846,0.0020792484283447266,0.0002500610467997899,24,l2,sag,,"{'C': 24, 'penalty': 'l2', 'solver': 'sag'}",0.9531385094241743,0.9584954604409858,0.9619541720709036,0.9578627139786878,0.0036266837964727813,14
1.6137173175811768,0.13009711346448885,0.002729177474975586,6.366296930232036e-05,24,l2,lbfgs,,"{'C': 24, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9533978903683209,0.9584954604409858,0.9616083009079118,0.9578338839057395,0.0033843732005742508,15
0.5819027423858643,0.02132724145733812,0.0022261937459309897,0.0004513520557971387,24,l2,newton-cg,,"{'C': 24, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9533978903683209,0.9584089926502378,0.9616083009079118,0.9578050613088235,0.003378980132723809,16
0.33553266525268555,0.024297547566124768,0.002159277598063151,0.0003507072916512543,24,l2,liblinear,,"{'C': 24, 'penalty': 'l2', 'solver': 'liblinear'}",0.9532249697388898,0.9584089926502378,0.9616947686986598,0.9577762436959292,0.0034866079058892487,17
5.053103605906169,0.6137027602021629,0.0018230279286702473,7.268348091790912e-05,30,elasticnet,saga,0.0,"{'C': 30, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9527062078505966,0.958149589277994,0.9614353653264159,0.9574303874850022,0.003599767212260194,18
1.531305233637492,0.16108702067038494,0.0022083918253580728,0.0003440386613607751,35,l2,lbfgs,,"{'C': 35, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9532249697388898,0.9577172503242543,0.9610894941634242,0.9573439047421894,0.0032215137537871634,19
0.6171619097391764,0.014642334206035897,0.0019423166910807292,8.494358749877024e-05,35,l2,newton-cg,,"{'C': 35, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9532249697388898,0.9577172503242543,0.9610894941634242,0.9573439047421894,0.0032215137537871634,19
0.35217610994974774,0.025476810806233843,0.0024965604146321616,0.000402180429494869,35,l2,liblinear,,"{'C': 35, 'penalty': 'l2', 'solver': 'liblinear'}",0.9530520491094587,0.9577172503242543,0.9610030263726762,0.9572574419354631,0.0032622157782558744,21
3.43757700920105,1.0346216916282043,0.0018437703450520833,1.608849482550819e-05,35,l2,saga,,"{'C': 35, 'penalty': 'l2', 'solver': 'saga'}",0.9526197475358811,0.9578901859057501,0.9611759619541721,0.9572286317986012,0.0035242438120781884,22
6.050864775975545,0.5734562636355609,0.001931587855021159,0.00014456115364045182,35,l2,sag,,"{'C': 35, 'penalty': 'l2', 'solver': 'sag'}",0.9527926681653122,0.9578037181150022,0.9610030263726762,0.9571998042176636,0.003378957380598994,23
2.483027537663778,0.017890508740490703,0.0018180211385091145,8.740078104727815e-05,50,l2,saga,,"{'C': 50, 'penalty': 'l2', 'solver': 'saga'}",0.95244682690645,0.9577172503242543,0.9605706874189365,0.9569115882165469,0.0033651246614284447,24
1.6168479919433594,0.025344074842395377,0.001941363016764323,9.732314021359321e-05,50,l2,lbfgs,,"{'C': 50, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9527062078505966,0.9572849113705145,0.9604842196281885,0.9568251129497666,0.003191961543615627,25
0.6660721302032471,0.02438183694544866,0.0022079944610595703,0.0004229748526417288,50,l2,newton-cg,,"{'C': 50, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9527062078505966,0.9572849113705145,0.9604842196281885,0.9568251129497666,0.003191961543615627,25
1046.168661038081,68.6445769196727,0.0018772284189860027,9.934558858152729e-05,15,elasticnet,saga,0.3333333333333333,"{'C': 15, 'l1_ratio': 0.3333333333333333, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9523603665917344,0.9573713791612625,0.9605706874189365,0.9567674777239779,0.003378941129097787,27
0.3696763515472412,0.015691673588546402,0.001882473627726237,7.780445729934964e-05,50,l2,liblinear,,"{'C': 50, 'penalty': 'l2', 'solver': 'liblinear'}",0.9526197475358811,0.9571984435797666,0.9604842196281885,0.9567674702479455,0.0032250874750127806,28
4.6330796877543134,0.9240697909868258,0.0018107096354166667,2.6874285410103663e-05,50,l2,sag,,"{'C': 50, 'penalty': 'l2', 'solver': 'sag'}",0.9521874459623033,0.9573713791612625,0.9606571552096844,0.9567386601110833,0.003486568870311507,29
343.24382305145264,11.85345669518576,0.001893440882364909,0.0001635262189098378,30,elasticnet,saga,0.3333333333333333,"{'C': 30, 'l1_ratio': 0.3333333333333333, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9518416047034411,0.9573713791612625,0.9598789450929529,0.9563639763192189,0.0033576634235568687,30
835.2061984539032,17.559127703102988,0.002074082692464193,0.00034265078979960604,5,elasticnet,saga,0.3333333333333333,"{'C': 5, 'l1_ratio': 0.3333333333333333, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9521874459623033,0.9560743623000433,0.9605706874189365,0.9562774985604277,0.0034254569121277283,31
1.8505225976308186,0.17310323198546468,0.0023986498514811196,0.00037682533906438216,100,l2,lbfgs,,"{'C': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.951495763444579,0.9566796368352789,0.9593601383484652,0.9558451795427744,0.003264387373559237,32
0.6978621482849121,0.024345155469865782,0.0025333563486735025,0.0001286621664379835,100,l2,newton-cg,,"{'C': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.951495763444579,0.9566796368352789,0.9593601383484652,0.9558451795427744,0.003264387373559237,32
3.5122910340627036,0.12637667924517673,0.0017638206481933594,6.971477754545057e-05,100,l2,saga,,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",0.9508040809268545,0.9567661046260268,0.959792477302205,0.9557875542850288,0.0037341654960203847,34
3.4833246866861978,0.10068713843886941,0.0018039544423421223,6.321775014907918e-05,100,elasticnet,saga,0.0,"{'C': 100, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9508040809268545,0.9567661046260268,0.959792477302205,0.9557875542850288,0.0037341654960203847,34
0.41089892387390137,0.03653435839360515,0.001956462860107422,5.4178228682141354e-05,100,l2,liblinear,,"{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.9514093031298634,0.9566796368352789,0.9592736705577173,0.9557875368409533,0.0032719974083098235,36
2.883963108062744,0.10772644509747262,0.0019790331522623696,0.00017226973804569995,100,l2,sag,,"{'C': 100, 'penalty': 'l2', 'solver': 'sag'}",0.950717620612139,0.9566796368352789,0.9596195417207091,0.9556722663893757,0.003703344998534935,37
642.0522326628367,6.520683859154175,0.0018893877665201824,0.00014379853581345027,100,elasticnet,saga,0.3333333333333333,"{'C': 100, 'l1_ratio': 0.3333333333333333, 'penalty': 'elasticnet', 'solver': 'saga'}",0.950544699982708,0.9562472978815392,0.9592736705577173,0.9553552228073214,0.00361898515041395,38
4.058966000874837,0.08084880747375445,0.0018548170725504558,9.013995187393187e-05,250,l2,saga,,"{'C': 250, 'penalty': 'l2', 'solver': 'saga'}",0.9495071762061214,0.9561608300907912,0.9593601383484652,0.9550093815484594,0.004104029812582117,39
285.64275630315143,19.353024026645976,0.0017639001210530598,4.0953128788319845e-05,30,elasticnet,saga,0.6666666666666666,"{'C': 30, 'l1_ratio': 0.6666666666666666, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9496800968355524,0.9560743623000433,0.9588413316039776,0.9548652635798578,0.0038365344958626413,40
350.8353118101756,59.41455606939442,0.0019516150156656902,0.0002442615376428544,15,elasticnet,saga,0.6666666666666666,"{'C': 15, 'l1_ratio': 0.6666666666666666, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9506311602974234,0.9556420233463035,0.958063121487246,0.954778768376991,0.0030948794955850747,41
4.814825137456258,0.4081270459462955,0.0018407503763834636,2.3548654540426022e-05,250,l2,sag,,"{'C': 250, 'penalty': 'l2', 'solver': 'sag'}",0.9494207158914059,0.9556420233463035,0.9591872027669693,0.9547499806682263,0.004036737261475071,42
2.4582335154215493,0.02980315204885438,0.0021943251291910806,0.0003454658244785146,250,l2,lbfgs,,"{'C': 250, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9495071762061214,0.9553826199740597,0.9589277993947255,0.9546058651916356,0.0038849750157438326,43
0.724303404490153,0.029129381658951247,0.002330621083577474,0.0005538310608867738,250,l2,newton-cg,,"{'C': 250, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9494207158914059,0.9553826199740597,0.9589277993947255,0.9545770450867304,0.0039228282619469725,44
411.7427661418915,14.694916463821809,0.00205230712890625,0.0003926475808813149,5,elasticnet,saga,0.6666666666666666,"{'C': 5, 'l1_ratio': 0.6666666666666666, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9504582396679924,0.9536532641591008,0.9596195417207091,0.9545770151826009,0.0037966960013798593,45
0.5688551266988119,0.09462918232765062,0.0024405320485432944,0.00037636164814644144,250,l2,liblinear,,"{'C': 250, 'penalty': 'l2', 'solver': 'liblinear'}",0.9494207158914059,0.9553826199740597,0.9588413316039776,0.9545482224898144,0.003890943713486002,46
5.204783837000529,0.20529445766648302,0.0017821788787841797,3.988508393169774e-05,500,elasticnet,saga,0.0,"{'C': 500, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9491613349472592,0.9554690877648077,0.9586683960224817,0.9544329395781829,0.003949789434935068,47
5.69363800684611,0.16328398993347681,0.0018726189931233723,1.968393697475496e-05,750,l2,saga,,"{'C': 750, 'penalty': 'l2', 'solver': 'saga'}",0.948815493688397,0.9554690877648077,0.9587548638132296,0.9543464817554782,0.004134646523282718,48
615.8110885620117,66.38038219097749,0.0018447240193684895,0.00011601856249943261,100,elasticnet,saga,0.6666666666666666,"{'C': 100, 'l1_ratio': 0.6666666666666666, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9489019540031126,0.9553826199740597,0.958063121487246,0.9541158984881394,0.0038457929316986464,49
6.390251398086548,0.21783130889317373,0.0018095970153808594,7.067733698046416e-05,1000,elasticnet,saga,0.0,"{'C': 1000, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9484696524295348,0.9552096843925638,0.9584954604409858,0.9540582657543615,0.004173210613018724,50
